Fecha de Inicio,Fecha de Fin,Año,Clasificación del fenómeno,Tipo de fenómeno,Estado,Municipios Afectados,Descripcion general de los daños,Defunciones,Población afectada ,Viviendas dañadas,Escuelas,Hospitales ,Area de cultivo dañada / pastizales (h),Total de daños (millones de pesos),Fuente
1-12-00,31-12-00,2000,HIDRO,BT,Tlaxcala,Varios Municipios,"Tras la presencia intensa de temperaturas bajas todo el mes de diciembre se decidio destinar 4, 777 miles de pesos para resarcir los daños provocados, por las Bajas Temperaturas.",0,0,0,0,0, -   ,$4.77,CENACOM
1-12-00,31-12-00,2000,HIDRO,BT,Chihuahua,Varios Municipios,"La temperatura promedio durante todo el mes fue de 2° C, esto ocasiono la muerte de 8 personas por el frio es decir hiportemia y otras 50 personas murieron a causas indirectas por el frio, es decir por intoxicacion de Gas Butano, quemaduras y otras, que generalmente se presentaron en grupos sociales con pobreza.",58,0,0,0,0, -   ,$0.00,CENACOM
7-12-00,7-12-00,2000,HIDRO,SEQ,Michoacán,Varios Municipios,"Las sequias se forman con lentitud, afectan mas vidas, que es dificil estimar cuanta gente es afectada pues afecta generalmente a regiones muy grandes, ademas las cosechas se pierden, los precios de los alimentos se disparan, el ganado muere de hambre, los mantos freaticos desaparecen y los incendios estallan, por eso se le asigno a este estado una cantidad de 9, 320 miles de pesos, para solventar los daños, por este fenomeno.",0,0,0,0,0, -   ,$9.32,SAGARPA-CENAPRED
18-12-00,18-12-00,2000,GEO,AV,"Ciudad de México, México, Morelos, Puebla, Tlaxcala",Amecameca,"El Actividad Volcanica Popocatepetl hizo erupcion con una fuerza que no se registraba hace por lo menos 500 años. Una sucesion de explosiones hicieron volar en pedazos una porcion pequeña del domo del crater. Lanzo toneladas de piedras y rocas al rojo vivo, lava y cenizas ardientes, y derramo por la ladera este una profusa cantidad de material incandescente. se aplicara plan DN-III.",0,"41,000",0,0,0, -   ,$115.80,CENAPRED
19-9-00,22-9-00,2000,HIDRO,CT,Michoacán,Varios Municipios,Reportado como otros .,0,0,0,0,0, -   ,$11.67,CENAPRED
1-1-01,31-12-01,2001,SAN,PLAG,Nayarit,Varios Municipios,"Una plaga de animales ponzoñosos, provoco alarma en la poblacion, pues en el años murieron 6 personas y otras 8000 resultaron afectadas por esta plaga.",6,"8,000",0,0,0, -   ,$0.00,CENACOM
1-1-01,31-12-01,2001,QUIM,IU,"Ciudad de México, Morelos y Sonora",Varios Municipios,Incendio urbano.,2,"1,018",150,0,0, -   ,$30.00,CENACOM
1-1-01,31-12-01,2001,SOCIO,ATRANS,"Michoacán, Oaxaca, Sonora, Veracruz y Zacatecas",Varios Municipios,Accidentes automivilisticos.,39,204,0,0,0, -   ,$0.00,CENACOM
1-1-01,31-12-01,2001,SOCIO,ATRANS,"Baja California Sur, Chihuahua y Michoacán",Varios Municipios,Accidentes aereos.,36,6,0,0,0, -   ,$0.00,CENACOM
1-1-01,31-12-01,2001,HIDRO,BT,"Chihuahua, Durango, México, Puebla, Sonora, Tlaxcala",Varios Municipios,"Se dieron 36 muertos, 2637 casos de enfermedades respiratorias y 886 personas sufrieron algun incidente causado por las bajas temperaturas.",36,836,0,0,0, -   ,$0.00,CENACOM
1-1-01,31-12-01,2001,SOCIO,ATRANS,Nayarit y Campeche,Varios Municipios,Accidentes ferrioviarios.,2,3,0,0,0, -   ,$0.00,CENACOM
1-1-01,31-12-01,2001,QUIM,EXPL,"Coahuila, Chiapas, Ciudad de México, Hidalgo, Nayarit, Nuevo León, Oaxaca, Veracruz",Varios Municipios,"Diversas explosiones, con diversos origenes, en el año causaron la muerte de 22 personas y 383 personas efectadas, en el año.",22,91,0,0,0, -   ,$0.00,CENACOM
1-2-01,1-2-01,2001,HIDRO,SEQ,San Luis Potosí,Varios Municipios,"Las intensas sequias afectaron considerablemente las actividades ganaderas, agricolas y comerciales, en este Estado por lo que se destino la cantidad de 44.3 millones de pesos, del FONDEN.",0,0,0,0,0, -   ,$44.30,SAGARPA-CENAPRED
24-4-01,24-4-01,2001,HIDRO,SEQ,Chihuahua,Varios Municipios,"Las intensas sequias afectaron considerablemente las actividades ganaderas, agricolas y comerciales, en este Estado, por lo que se destino la cantidad de 185.9 millones de pesos, del FONDEN.",0,0,0,0,0, -   ,$185.90,SAGARPA-CENAPRED
6-7-01,6-7-01,2001,HIDRO,SEQ,Querétaro,Varios Municipios,"Las intensas sequias afectaron considerablemente las actividades ganaderas, agricolas y comerciales, en este Estado, por lo que se destino la cantidad de 4.8 millones de pesos, del FONDEN.",0,0,0,0,0, -   ,$4.80,SAGARPA-CENAPRED
21-9-01,30-9-01,2001,HIDRO,LLUV,"Chiapas, Michoacán, Nuevo León, Quintana Roo",Varios Municipios,"En el mes de Septiembre  fue el mes que se pesento con mayor intensidad el fenomeno, provocando un total  de 95 personas muertas entre los 4 estados, Chiapas, Quintana Roo, Michoacan y Nuevo Leon con una poblacion afectada de 126, 954 personas, un total de de 14,102 viviendas dañadas, 18 escuelas afectadas, 10000 ha de area de cultivo y 800 Km de carreteras dañadas y 57 brotes de paludismo.",95,"126,954","14,102",18,0," 10,000.00 ",$396.90,CENAPRED
26-9-01,30-9-01,2001,HIDRO,CT,Baja California Sur,"Mulege, Loreto, Comundu, La Paz, Los Cabos","El Huaracan Juliette dejo gastos por daños de 850.15 millones de pesos, 2 decesos, 58 934 personas afectadas, 3529 viviendas afectadas, 138 escuelas dañadas y 2,296.10 Km de carrtera y caminos rurales afectados, ademas se afectaron una aprox. de 2,600 hectareas de cultivo, los albergues dieron atencion a 6,000 personas.",2,"6,000","3,529",138,67," 1,451.00 ",$850.15,CENAPRED
29-9-01,29-9-01,2001,HIDRO,CT,Sonora,"Guaymas, Sahuaripa, Puerto Peñasco, Benito Juarez, San Ignacio Rio Muerto, Benjamin Hill, Hermosillo, Caborca, Alamos, Bacum, Huatabampo, Magdalena, Empalme, Cajeme,  Etchojoa, Alamos, Navojoa, Quiriego, Huatabampo","El Huracan Juliette, llego a Sonora como categoria 1 en la  escala Saffir-Simpson, la maxima categoria fue 4, esto no impidio que vientos de 120 Km/h afectaran al Estado, provocando lluvias e inundaciones, esto se complico tambien debido al saturamiento de las presas y el resurgimiento de antiguos arroyos, el total de daños se estimo en  905.15 millones de pesos, el 75% fueron perdidas en infraestructura y el 25% restante en Produccion agricola y pesquera.",7,"16,365","15,344",135,0, -   ,$905.15,CENAPRED
7-10-01,7-10-01,2001,HIDRO,CT,Oaxaca,Varios Municipios,"Los efectos del Huracan Iris, fue la muerte de 23 personas, 2100 personas afectadas, 884 viviendas afectadas, asicomo dos escuelas y un area decultivo de 240 ha.afectadas.",23,"2,100",884,2,0, 240.00 ,$10.60,CENAPRED
8-10-01,8-10-01,2001,HIDRO,CT,Quintana Roo,Varios Municipios,"Los efectos del Huracan Iris, provocaron daños a la infraestructura del lugar, inundaciones e interrupcion de servicios, por lo que 2,500 personas tuvieron que ser evacuadas.",0,"2,500",0,0,0, -   ,$0.00,CENAPRED
9-10-01,9-10-01,2001,HIDRO,CT,Aguascalientes,Varios Municipios,"Las consecuencia de las fuertes nubosidades, del Huracan Iris, provocaron que por las fuertes lluvias se perdieran 11 200 ha de cultivo, por lo que se le asigno la cantidad de 13.4 millones de pesos, para cubrir los daños.",0,0,0,0,0," 112,000.00 ",$13.40,CENAPRED
10-10-01,10-10-01,2001,HIDRO,CT,Chihuahua,Varios Municipios,"Se presentaron fuertes lluvias, debido a los desprendimientos del Huracan Iris y a los vientos del huracan  Chantal, lo que causo daños en la infraestructura ganadera y productiva, como daños en viviendas de la Region, por lo cual se le asigno una cantidad de 185 millones de pesos.",0,0,0,0,0, -   ,$185.00,CENAPRED
10-10-01,10-10-01,2001,HIDRO,SEQ,Guerrero,Varios Municipios,"Las intensas sequias afectaron considerablemente las actividades ganaderas, agricolas y comerciales, en este Estado, por lo que se destino la cantidad de 5.7 millones de pesos, del FONDEN.",0,0,0,0,0, -   ,$5.70,SAGARPA-CENAPRED
7-10-01,7-10-01,2001,GEO,SIS,Guerrero,Coyuca de Benitez,"Se registro un sismo de 6.7 grados en la Escala Richter, este afecto a 3 mil personas y daño 2,600 viviendas, el total de daños se calcula en 29.25 millones de pesos.",0,"3,000","2,600",0,0, -   ,$29.25,CENAPRED
SD,SD,2001,SAN,TOX,"Colima, Chiapas, Guerrero y Michoacán",Varios Municipios,104 personas resultaron intoxicadas por ingerir o consumir alimentos en mal estado.,3,104,0,0,0, -   ,$0.00,CENACOM
SD,SD,2001,QUIM,FUG,"Coahuila, Chihuahua",Varios Municipios,Se registro una fuga de combustible que ocasiono la muerte de 3 personas.,3,"4,000",0,0,0, -   ,$0.00,CENACOM
SD,SD,2001,SAN,EPI,Durango,SD,Enfermedad en ganado vacuno.,0,0,0,0,0, -   ,$0.28,CENACOM
1-1-02,1-1-02,2002,QUIM,EXPL,Hidalgo,Pachuca ,"Explosion ocurrida en la Central de Abastos de esta ciudad, ocasionada por juegos pirotecnicos.",0,2,0,0,0, -   ,$0.00,CENACOM
2-1-02,2-1-02,2002,QUIM,IU,Guanajuato,ND,Unas 15 mil personas fueron desalojadas de sus casas durante varias horas por un fuerte incendio en una fabrica de pinturas.,0,3,0,0,0, -   ,$0.00,CENACOM
3-1-02,3-1-02,2002,HIDRO,BT,Chihuahua,ND,Se registran decesos por bajas temperaturas en la entidad.,8,0,0,0,0, -   ,$0.00,CENACOM
4-1-02,4-1-02,2002,HIDRO,BT,Coahuila,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
5-1-02,5-1-02,2002,HIDRO,BT,Tamaulipas,ND,Se registran decesos por bajas temperaturas en la entidad.,5,0,0,0,0, -   ,$0.00,CENACOM
9-1-02,9-1-02,2002,HIDRO,BT,Baja California,ND,Se registran decesos por bajas temperaturas en la entidad.,14,0,0,0,0, -   ,$0.00,CENACOM
9-1-02,9-1-02,2002,HIDRO,BT,Veracruz,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
11-1-02,11-1-02,2002,HIDRO,BT,Chihuahua,"Guachochi, Guadalupe y Calvo",Se registran decesos por bajas temperaturas en la entidad y un importante numero de afectados.,16,321,0,0,0, -   ,$0.00,CENACOM
12-1-02,12-1-02,2002,QUIM,IU,Ciudad de México,ND,"El incendio arraso con un campamento de pepenadores, quienes perdieron su patrimonio pues ademas de que 60 de sus viviendas fueron consumidas por las llamas. En el siniestro 14 caballos, que utilizaban para trabajar, perdieron la vida.",0,0,60,0,0, -   ,$0.10,CENACOM
12-1-02,12-1-02,2002,HIDRO,BT,Sonora,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
14-1-02,14-1-02,2002,QUIM,EXPL,Ciudad de México,Delegacion Xochimilco,Explosion de un tanque de gas de 20 kilogramos en la colonia Las Cruces.,1,0,0,0,0, -   ,$0.00,CENACOM
16-1-02,16-1-02,2002,HIDRO,BT,México,ND,Se registran decesos por bajas temperaturas en la entidad.,0,0,0,0,0, -   ,$5.00,CENACOM
16-1-02,16-1-02,2002,HIDRO,BT,Michoacán,ND,Se registran decesos por bajas temperaturas en la entidad.,3,50,0,0,0, -   ,$0.00,CENACOM
16-1-02,16-1-02,2002,HIDRO,BT,Veracruz,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
16-1-02,16-1-02,2002,SOCIO,IS,México,Nezahualcoyotl,"Personal de ODAPAS-Neza se traslado a la calle Libertad y Texcoco, en Nezahualcoyotl, Estado de Mexico, para iniciar la reparacion en un ducto (de acero de unas 40 pulgadas de diametro) severamente dañado y fue imposible sellarlo, dejando sin servicio de agua potable a 5 mil familias. Los vecinos dijeron que el tubo se vencio porque es viejo y con el paso de vehiculos se registraron hundimientos de tierra. ",0,"5,000",0,0,0, -   ,$0.10,CENACOM
17-1-02,17-1-02,2002,HIDRO,BT,Michoacán,ND,"El representante de la Asociacion de Agricultores del Centro de Michoacan, Rufino Mendoza Aparicio, dijo que debido a las heladas se perdieron 500 hectareas de diversos cultivos en la entidad. Señalo que las siembras mas afectadas fueron granos y frutales, las cuales se echaron a perder en 80 por ciento . ",1,0,0,0,0, 500.00 ,$1.60,CENACOM
17-1-02,17-1-02,2002,QUIM,DERME,Aguascalientes,ND,"Alrededor de 22 mil litros de acido sulfurico se derramaron en el kilometro 55+900 de la Carretera Panamericana, luego que una pipa de Transportes y Mensajeria justo a Tiempo chocara con un trailer. ",0,100,0,0,0, -   ,$0.28,CENACOM
18-1-02,18-1-02,2002,QUIM,FUG,Puebla,Orizaba,A consecuencia de la fuga en un oleoducto de Petroleos Mexicanos (Pemex) registrada a la altura del kilometro 181 de la autopista Mexico-Orizaba se cerro la carretera por tres dias. ,1,150,37,0,0, 20.00 ,$0.37,CENACOM
18-1-02,18-1-02,2002,HIDRO,BT,Sonora,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
20-1-02,20-1-02,2002,QUIM,DERME,Veracruz,Chicontepec,"La estacion de bombeo numero 5 de Petroleos Mexicanos (Pemex) derramo crudo al cauce del rio Chiquito, contaminandolo en mas de un kilometros de su longitud y afectando con los vapores contaminantes a vecinos de la colonia Fernando Lopez Arias.",0,800,0,0,0, -   ,$0.00,CENACOM
22-1-02,22-1-02,2002,HIDRO,BT,México,ND,Se registran decesos por bajas temperaturas en la entidad.,1,0,0,0,0, -   ,$0.00,CENACOM
